*********************
Virando para esquerda
*********************
x;3;y;-109;z;1552
x;19;y;-50;z;943
x;218;y;245;z;978
x;206;y;113;z;861
x;-319;y;-97;z;1119
x;237;y;81;z;815
x;136;y;15;z;772
x;-148;y;-101;z;1103
x;159;y;-50;z;1002
x;93;y;-50;z;1232
x;27;y;-3;z;877
x;54;y;74;z;1045
x;85;y;89;z;982
x;-81;y;39;z;627
x;-66;y;113;z;744
x;31;y;-23;z;982
x;39;y;152;z;756
x;39;y;7;z;1064
x;-171;y;-15;z;1014
x;70;y;89;z;639
x;-159;y;105;z;733
x;-23;y;-11;z;955
x;-132;y;23;z;834
x;-58;y;-124;z;1177
x;-46;y;-85;z;772
x;-97;y;-3;z;846
x;-144;y;-66;z;819
x;-152;y;7;z;854
x;-85;y;15;z;1080
x;109;y;81;z;1134
x;-120;y;-27;z;1029
x;78;y;-19;z;877
x;-144;y;66;z;1154
x;70;y;128;z;908
x;-42;y;27;z;1150
x;-42;y;-11;z;955
x;-93;y;70;z;877
x;-113;y;101;z;842
x;-101;y;35;z;799
x;23;y;-54;z;846
x;-175;y;15;z;889
x;-39;y;124;z;627
x;-105;y;15;z;1068
x;-93;y;39;z;1111
x;66;y;27;z;1053
x;-113;y;120;z;670
x;-81;y;163;z;733
x;-198;y;11;z;1341
x;39;y;136;z;791
x;-109;y;-15;z;1095
********************
Virando para direita
********************
x;19;y;-46;z;947
x;-74;y;-70;z;947
x;-284;y;-276;z;959
x;-50;y;-128;z;920
x;-74;y;-74;z;947
x;-120;y;-179;z;1045
x;-132;y;-124;z;811
x;-58;y;-50;z;924
x;-54;y;-218;z;1115
x;-113;y;-144;z;819
x;-35;y;-265;z;850
x;-226;y;-11;z;1154
x;-97;y;-292;z;889
x;-140;y;58;z;811
x;-128;y;-284;z;1407
x;54;y;-31;z;772
x;-101;y;140;z;748
x;-93;y;81;z;764
x;-187;y;-27;z;799
x;-148;y;7;z;1306
x;-105;y;23;z;713
x;7;y;0;z;1029
x;-234;y;27;z;881
x;-230;y;-66;z;518
x;-261;y;-85;z;1193
x;-171;y;-292;z;1002
x;-136;y;128;z;975
x;-140;y;-78;z;1064
x;-58;y;144;z;928
x;-128;y;-42;z;865
x;-280;y;-113;z;819
x;-85;y;66;z;819
x;-93;y;-58;z;1216
x;-269;y;230;z;666
x;-144;y;-39;z;1119
x;-120;y;-93;z;1099
x;-31;y;27;z;1290
x;-74;y;105;z;1092
x;-265;y;74;z;1002
x;-159;y;0;z;690
x;-148;y;93;z;1099
x;42;y;70;z;955
x;-31;y;327;z;943
x;-42;y;-62;z;1045
x;-101;y;163;z;873
x;-417;y;11;z;881
x;-187;y;159;z;421
x;-312;y;15;z;1267
x;39;y;226;z;877
x;-284;y;-54;z;1095
*********************
Virando para esquerda
*********************
x;-7;y;-70;z;959
x;-27;y;-27;z;904
x;195;y;97;z;924
x;214;y;-85;z;861
x;-234;y;-89;z;967
x;257;y;163;z;943
x;167;y;0;z;834
x;-214;y;-136;z;1127
x;163;y;144;z;795
x;66;y;46;z;990
x;15;y;70;z;588
x;15;y;46;z;943
x;-35;y;-19;z;982
x;85;y;105;z;1014
x;-214;y;-144;z;967
x;109;y;-105;z;994
x;-167;y;234;z;432
x;3;y;66;z;627
x;-159;y;124;z;690
x;-11;y;15;z;1095
x;66;y;136;z;873
x;-249;y;0;z;951
x;-81;y;-42;z;510
x;-85;y;-46;z;959
x;-101;y;152;z;811
x;-3;y;128;z;780
x;-39;y;148;z;1072
x;-54;y;-19;z;904
x;-11;y;93;z;889
x;-269;y;-136;z;1107
x;97;y;35;z;1010
x;-46;y;50;z;1010
x;-117;y;-27;z;978
x;78;y;323;z;1068
x;3;y;113;z;1029
x;-31;y;113;z;546
x;-113;y;-35;z;1076
x;-124;y;105;z;854
x;-136;y;191;z;764
x;-128;y;58;z;1037
x;0;y;27;z;897
x;-144;y;31;z;1088
x;-50;y;-23;z;1099
x;-93;y;214;z;456
x;-35;y;198;z;1033
x;-97;y;156;z;733
x;-163;y;39;z;936
x;-206;y;-66;z;990
x;-206;y;97;z;592
x;-19;y;74;z;1170
********************
Virando para direita
********************
x;31;y;-66;z;932
x;11;y;-70;z;967
x;-101;y;-230;z;912
x;-276;y;-66;z;998
x;46;y;3;z;877
x;-66;y;-93;z;1060
x;-54;y;-62;z;842
x;-167;y;-31;z;885
x;-136;y;-54;z;986
x;-70;y;-206;z;1002
x;15;y;-117;z;877
x;-171;y;-19;z;932
x;-97;y;62;z;561
x;-183;y;-105;z;811
x;-136;y;-159;z;729
x;-202;y;113;z;1080
x;-46;y;202;z;1033
x;39;y;35;z;916
x;-113;y;66;z;1037
x;-171;y;0;z;846
x;-81;y;-109;z;1205
x;-35;y;-109;z;1248
x;-156;y;241;z;627
x;-136;y;19;z;1029
x;66;y;-58;z;1450
x;-54;y;-66;z;1392
x;-183;y;70;z;690
x;-241;y;113;z;967
x;-198;y;-93;z;928
x;-183;y;-97;z;1443
x;78;y;31;z;924
x;-50;y;39;z;1365
x;-167;y;42;z;1197
x;-195;y;-11;z;620
x;-78;y;54;z;1263
x;27;y;230;z;783
x;-128;y;-117;z;1283
x;-50;y;343;z;705
x;23;y;120;z;830
x;-245;y;113;z;624
x;-62;y;109;z;1142
x;-269;y;198;z;737
x;-144;y;159;z;702
x;-362;y;109;z;807
x;-159;y;-35;z;850
x;-187;y;97;z;744
x;-97;y;-113;z;1138
x;-39;y;113;z;1224
x;-167;y;93;z;881
x;-136;y;113;z;787
*********************
Virando para esquerda
*********************
x;7;y;-54;z;916
x;-7;y;-70;z;928
x;144;y;124;z;982
x;315;y;101;z;783
x;-218;y;-35;z;854
x;93;y;-89;z;1099
x;167;y;66;z;663
x;-81;y;74;z;1033
x;74;y;19;z;865
x;27;y;58;z;1021
x;-11;y;-97;z;1478
x;97;y;31;z;947
x;3;y;-230;z;1123
x;124;y;-15;z;963
x;66;y;-11;z;1193
x;62;y;-175;z;1056
x;54;y;15;z;854
x;-31;y;-202;z;1357
x;58;y;27;z;670
x;-85;y;195;z;791
x;-19;y;42;z;924
x;-78;y;-35;z;834
x;-81;y;15;z;1045
x;66;y;-31;z;1119
x;-70;y;15;z;885
x;7;y;-3;z;1283
x;62;y;66;z;1029
x;-136;y;156;z;865
x;117;y;187;z;1010
x;-179;y;136;z;826
x;70;y;0;z;1037
x;-202;y;93;z;690
x;-89;y;148;z;1072
x;-128;y;-3;z;986
x;-163;y;226;z;468
x;-109;y;222;z;709
x;7;y;46;z;994
x;-85;y;-3;z;912
x;-179;y;70;z;752
x;-198;y;46;z;990
x;-144;y;46;z;873
x;-46;y;-62;z;1072
x;-257;y;136;z;705
x;-117;y;-66;z;978
x;-132;y;78;z;748
x;-249;y;-39;z;1131
x;-42;y;-39;z;1154
x;-58;y;62;z;1170
x;-42;y;27;z;1053
x;-175;y;66;z;822
********************
Virando para direita
********************
x;-23;y;-70;z;967
x;27;y;-85;z;939
x;-156;y;-261;z;947
x;-257;y;15;z;1017
x;105;y;66;z;936
x;-124;y;-167;z;1045
x;-54;y;-179;z;748
x;-124;y;-159;z;1638
x;35;y;-27;z;924
x;-167;y;-191;z;877
x;-78;y;31;z;725
x;-23;y;-15;z;791
x;-167;y;42;z;830
x;-54;y;-117;z;932
x;-206;y;-35;z;873
x;3;y;15;z;912
x;3;y;15;z;912
x;-140;y;19;z;1411
x;23;y;-39;z;1244
x;-117;y;-11;z;772
x;-85;y;-191;z;1384
x;-222;y;97;z;725
x;-23;y;-3;z;955
x;-179;y;-124;z;1306
x;-120;y;179;z;729
x;-124;y;-210;z;1544
x;-42;y;35;z;908
x;-62;y;-136;z;1450
x;3;y;191;z;967
x;-167;y;19;z;811
x;-11;y;62;z;1029
x;-11;y;296;z;893
x;-120;y;-7;z;1376
x;35;y;85;z;1041
x;-15;y;-191;z;1267
x;-7;y;241;z;1166
x;-195;y;-249;z;1341
x;-39;y;19;z;1232
x;-159;y;85;z;877
x;-261;y;237;z;585
x;-265;y;-58;z;1115
x;-85;y;62;z;1002
x;-85;y;23;z;1103
x;-128;y;253;z;717
x;-136;y;124;z;1029
x;-23;y;-167;z;1482
x;-132;y;397;z;869
x;-89;y;128;z;881
x;-152;y;-23;z;1119
x;-74;y;93;z;1041
*********************
Virando para esquerda
*********************
x;-19;y;-58;z;939
x;27;y;-42;z;955
x;27;y;-15;z;955
x;296;y;195;z;928
x;46;y;-81;z;772
x;-132;y;-39;z;955
x;62;y;245;z;1014
x;19;y;-148;z;1103
x;159;y;-46;z;1092
x;31;y;191;z;877
x;0;y;-89;z;955
x;78;y;-113;z;1302
x;19;y;198;z;741
x;3;y;101;z;912
x;-42;y;-206;z;1236
x;101;y;7;z;1193
x;27;y;128;z;1002
x;85;y;35;z;1076
x;-46;y;23;z;717
x;-292;y;89;z;709
x;105;y;-109;z;822
x;-347;y;97;z;1037
x;140;y;210;z;858
x;-132;y;163;z;1029
x;97;y;85;z;861
x;-58;y;132;z;830
x;3;y;-19;z;1368
x;-19;y;226;z;503
x;78;y;167;z;982
x;-81;y;3;z;924
x;-273;y;3;z;924
x;3;y;-113;z;1216
x;-58;y;-27;z;1263
x;39;y;58;z;1076
x;-70;y;-19;z;811
x;-191;y;50;z;1033
x;85;y;74;z;893
x;-50;y;0;z;1232
x;54;y;-7;z;893
x;-163;y;-70;z;1372
x;85;y;128;z;807
x;-54;y;288;z;1033
x;-23;y;-58;z;936
x;-105;y;0;z;1322
x;105;y;253;z;990
x;-175;y;-74;z;1111
x;132;y;46;z;971
x;-140;y;156;z;822
x;-74;y;-85;z;1263
x;105;y;159;z;826
********************
Virando para direita
********************
x;3;y;-78;z;939
x;31;y;-46;z;912
x;-140;y;-343;z;943
x;-261;y;-89;z;1045
x;-11;y;58;z;760
x;-97;y;-74;z;939
x;-62;y;-195;z;939
x;-144;y;-3;z;978
x;-101;y;-156;z;850
x;27;y;-97;z;1056
x;-81;y;74;z;850
x;-81;y;74;z;639
x;-66;y;-156;z;639
x;-66;y;54;z;873
x;-58;y;54;z;971
x;-58;y;-206;z;971
x;-31;y;-101;z;1072
x;-81;y;35;z;1056
x;-35;y;156;z;569
x;-97;y;-19;z;943
x;-74;y;-31;z;768
x;-3;y;-31;z;1173
x;-7;y;-27;z;924
x;-132;y;-15;z;936
x;-70;y;7;z;908
x;-117;y;-27;z;1134
x;-120;y;132;z;674
x;-42;y;-35;z;1212
x;-202;y;132;z;1201
x;-54;y;195;z;690
x;-78;y;-74;z;1283
x;-58;y;191;z;1111
x;-109;y;-39;z;1029
x;-319;y;31;z;542
x;-136;y;-62;z;1244
x;19;y;-128;z;1411
x;89;y;15;z;1388
x;-39;y;120;z;1123
x;-27;y;35;z;608
x;-42;y;-89;z;1419
x;-42;y;300;z;717
x;-261;y;50;z;1173
x;19;y;-54;z;1060
x;-89;y;159;z;1166
x;31;y;257;z;971
x;-66;y;214;z;783
x;-296;y;171;z;448
x;-230;y;257;z;639
x;-140;y;300;z;811
x;-288;y;35;z;725
*********************
Virando para esquerda
*********************
x;7;y;-42;z;955
x;3;y;-74;z;932
x;113;y;97;z;971
x;327;y;152;z;795
x;-93;y;-175;z;943
x;58;y;-70;z;967
x;288;y;66;z;951
x;-27;y;35;z;920
x;-202;y;-27;z;1017
x;237;y;-54;z;1060
x;50;y;23;z;994
x;-78;y;54;z;873
x;132;y;378;z;737
x;58;y;27;z;861
x;-97;y;-85;z;1283
x;42;y;136;z;764
x;19;y;265;z;881
x;-234;y;175;z;1002
x;144;y;62;z;1080
x;11;y;269;z;881
x;-85;y;-85;z;1255
x;128;y;-31;z;1029
x;-117;y;241;z;928
x;-93;y;11;z;982
x;-234;y;11;z;362
x;105;y;39;z;741
x;-222;y;39;z;1092
x;-128;y;-101;z;1092
x;-62;y;113;z;908
x;-152;y;109;z;1353
x;42;y;70;z;795
x;-120;y;120;z;744
x;-35;y;-39;z;1041
x;-117;y;214;z;760
x;-66;y;3;z;1041
x;-136;y;97;z;854
x;-39;y;167;z;842
x;-19;y;101;z;1095
x;-144;y;179;z;729
x;-27;y;97;z;1041
x;-62;y;46;z;1041
x;-54;y;50;z;1177
x;31;y;0;z;1173
x;-124;y;-50;z;1076
x;-62;y;136;z;604
x;-11;y;105;z;1138
x;-42;y;120;z;1368
x;-140;y;50;z;908
x;-175;y;156;z;624
x;-171;y;23;z;1103
********************
Virando para direita
********************
x;-19;y;-54;z;975
x;42;y;-105;z;939
x;-101;y;3;z;971
x;-237;y;-132;z;912
x;-78;y;46;z;889
x;7;y;-191;z;799
x;-237;y;-101;z;920
x;50;y;-97;z;1185
x;-15;y;-42;z;1115
x;-304;y;-66;z;768
x;35;y;-269;z;1201
x;-132;y;179;z;768
x;15;y;-117;z;1173
x;-54;y;7;z;838
x;-163;y;-27;z;873
x;-167;y;-62;z;705
x;-214;y;-175;z;924
x;-7;y;-19;z;924
x;-54;y;206;z;943
x;-343;y;-140;z;994
x;-167;y;-7;z;1080
x;70;y;70;z;861
x;-81;y;-3;z;1392
x;-120;y;35;z;709
x;-136;y;245;z;815
x;-144;y;-163;z;1283
x;-54;y;269;z;826
x;-152;y;-140;z;1041
x;-101;y;70;z;756
x;-202;y;206;z;709
x;-218;y;31;z;791
x;-124;y;-78;z;1002
x;-214;y;163;z;1033
x;-50;y;-159;z;1318
x;3;y;187;z;1419
x;31;y;-3;z;1197
x;-62;y;93;z;1446
x;-89;y;144;z;748
x;15;y;-78;z;1450
x;54;y;78;z;1310
x;11;y;42;z;951
x;11;y;42;z;951
x;-195;y;171;z;920
x;35;y;156;z;904
x;-269;y;136;z;1014
x;-54;y;183;z;1068
x;-101;y;222;z;702
x;-187;y;-109;z;1177
x;-85;y;-23;z;1033
x;-156;y;175;z;666
*********************
Virando para esquerda
*********************
x;-3;y;-46;z;955
x;7;y;-66;z;943
x;105;y;159;z;994
x;468;y;42;z;1002
x;-366;y;-93;z;951
x;74;y;-15;z;912
x;304;y;97;z;807
x;-257;y;-195;z;1111
x;109;y;-46;z;869
x;175;y;54;z;1142
x;-19;y;97;z;1107
x;35;y;7;z;1041
x;109;y;93;z;791
x;-35;y;-74;z;1173
x;159;y;-78;z;881
x;-15;y;93;z;1224
x;78;y;-78;z;756
x;-78;y;-11;z;998
x;-58;y;-175;z;1435
x;-167;y;35;z;1033
x;7;y;-156;z;924
x;-97;y;167;z;967
x;42;y;183;z;694
x;-85;y;234;z;889
x;-46;y;35;z;858
x;-113;y;218;z;873
x;-128;y;19;z;787
x;50;y;124;z;1072
x;-85;y;-93;z;1259
x;97;y;109;z;1220
x;120;y;144;z;967
x;-7;y;3;z;1053
x;-74;y;62;z;1025
x;42;y;-58;z;1267
x;0;y;366;z;694
x;-218;y;11;z;854
x;58;y;-27;z;959
x;-249;y;11;z;1056
x;-50;y;46;z;553
x;-210;y;58;z;869
x;-261;y;-152;z;815
x;-198;y;11;z;943
x;-132;y;-35;z;967
x;-58;y;-62;z;1232
x;31;y;-31;z;1220
x;-101;y;-46;z;1045
x;-3;y;42;z;1193
x;54;y;191;z;947
x;-62;y;23;z;1248
x;-50;y;50;z;877
********************
Virando para direita
********************
x;-11;y;-54;z;943
x;7;y;-39;z;920
x;-46;y;-163;z;928
x;-319;y;-148;z;947
x;-39;y;-27;z;815
x;109;y;78;z;959
x;-284;y;-179;z;1045
x;19;y;-58;z;772
x;-101;y;3;z;752
x;-58;y;-85;z;1014
x;-39;y;-58;z;819
x;-54;y;58;z;998
x;-140;y;-7;z;904
x;-81;y;-74;z;1029
x;66;y;-109;z;1298
x;-105;y;-78;z;1302
x;-120;y;-159;z;811
x;0;y;62;z;932
x;-19;y;70;z;947
x;-117;y;31;z;986
x;46;y;120;z;1283
x;-93;y;163;z;986
x;-54;y;58;z;978
x;-50;y;-46;z;1248
x;-70;y;93;z;1193
x;-218;y;46;z;850
x;-124;y;35;z;826
x;-347;y;42;z;893
x;-234;y;-31;z;815
x;-171;y;-144;z;1154
x;-237;y;249;z;128
x;-210;y;273;z;729
x;-167;y;31;z;1111
x;-214;y;-27;z;881
x;54;y;-308;z;1170
x;-245;y;35;z;967
x;-15;y;-54;z;1353
x;58;y;97;z;1294
x;-89;y;187;z;842
x;-265;y;226;z;588
x;11;y;-54;z;1454
x;-62;y;179;z;1060
x;-7;y;234;z;1002
x;-198;y;-58;z;1119
x;-93;y;3;z;850
x;-81;y;-93;z;1404
x;-78;y;31;z;924
x;-50;y;120;z;1380
x;54;y;128;z;752
